2016-03-24 21:58:01	50.0698	19.7222	259°	West	181	335	2,500	 Level	 FlightAware ADS-B (OSR / LKMT)
2016-03-24 21:58:21	50.0685	19.6942	280°	West	203	377	3,000	2,542 Climbing	 FlightAware ADS-B (OSR / LKMT)
2016-03-24 21:59:00	50.0805	19.6373	289°	West	232	430	5,000	2,836 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-24 21:59:16	50.0859	19.6109	288°	West	253	468	5,600	2,516 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-24 21:59:31	50.0913	19.5844	287°	West	264	489	6,300	3,316 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-24 21:59:54	50.1028	19.5429	297°	West	272	504	7,700	3,158 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-24 22:00:09	50.1115	19.5157	297°	West	289	536	8,300	2,000 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-24 22:00:24	50.1202	19.4886	297°	West	309	573	8,700	2,600 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-24 22:00:39	50.1309	19.4550	297°	West	317	587	9,600	3,830 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-24 22:01:11	50.1511	19.3903	296°	West	317	587	11,700	3,469 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-24 22:01:43	50.1710	19.3253	296°	West	326	604	13,300	2,806 Climbing	 FlightAware ADS-B (OSR / LKMT)
2016-03-24 22:02:13	50.1903	19.2629	296°	West	343	636	14,600	2,700 Climbing	 FlightAware ADS-B (OSR / LKMT)
2016-03-24 22:02:43	50.2127	19.1904	296°	West	358	663	16,000	2,916 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-24 22:04:00	50.2684	19.0087	296°	West	368	681	19,800	2,715 Climbing	 FlightAware ADS-B (LZTN)
2016-03-24 22:05:00	50.3133	18.8616	296°	West	381	705	22,200	2,281 Climbing	 FlightAware ADS-B (LZTN)
2016-03-24 22:06:01	50.3602	18.7069	296°	West	394	729	24,400	2,044 Climbing	 FlightAware ADS-B (LKHK)
2016-03-24 22:06:31	50.3822	18.6341	296°	West	401	742	25,300	2,000 Climbing	 FlightAware ADS-B (LKHK)
2016-03-24 22:07:01	50.4079	18.5486	296°	West	405	750	26,400	1,770 Climbing	 FlightAware ADS-B (WRO / EPWR)
2016-03-24 22:07:32	50.4254	18.4900	296°	West	409	758	27,100	1,742 Climbing	 FlightAware ADS-B (BTS / LZIB)
2016-03-24 22:08:03	50.4574	18.3831	296°	West	416	771	28,200	1,770 Climbing	 FlightAware ADS-B (LZTN)
2016-03-24 22:08:33	50.4817	18.3014	295°	West	421	779	28,900	1,400 Climbing	 FlightAware ADS-B (PED / LKPD)
2016-03-24 22:09:03	50.5062	18.2190	295°	West	426	789	29,600	1,600 Climbing	 FlightAware ADS-B (PED / LKPD)
2016-03-24 22:09:33	50.5316	18.1330	295°	West	427	790	30,500	1,700 Climbing	 FlightAware ADS-B (KTW / EPKT)
2016-03-24 22:10:03	50.5563	18.0487	295°	West	427	790	31,300	1,600 Climbing	 FlightAware ADS-B (LKKB)
2016-03-24 22:10:33	50.5785	17.9733	295°	West	422	782	32,100	2,000 Climbing	 FlightAware ADS-B (BRQ / LKTB)
