2016-03-25 18:10:44	50.0726	19.7514	257°	West	133	246	2,700	 Level	 FlightAware ADS-B (OSR / LKMT)
2016-03-25 18:10:59	50.0716	19.7380	286°	West	136	253	3,400	2,800 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-25 18:11:14	50.0780	19.7246	326°	Northwest	143	266	4,100	2,000 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-25 18:11:29	50.0891	19.7220	9°	North	184	341	4,400	1,161 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-25 18:11:45	50.1031	19.7319	30°	Northeast	219	406	4,700	2,000 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-25 18:12:05	50.1208	19.7505	34°	Northeast	234	433	5,600	3,257 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-25 18:12:20	50.1341	19.7647	34°	Northeast	231	428	6,600	4,200 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-25 18:12:35	50.1460	19.7775	35°	Northeast	220	407	7,700	3,400 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-25 18:12:50	50.1595	19.7923	35°	Northeast	241	446	8,300	1,800 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-25 18:13:05	50.1745	19.8083	33°	Northeast	266	492	8,600	1,800 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-25 18:13:20	50.1868	19.8217	36°	Northeast	275	509	9,200	2,323 Climbing	 FlightAware ADS-B (OSR / LKMT)
2016-03-25 18:13:36	50.2034	19.8407	36°	Northeast	281	520	9,800	2,651 Climbing	 FlightAware ADS-B (OSR / LKMT)
2016-03-25 18:14:03	50.2340	19.8769	34°	Northeast	292	541	11,100	2,600 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-25 18:14:36	50.2739	19.9087	26°	Northeast	297	550	12,400	2,476 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-25 18:15:06	50.3118	19.9374	26°	Northeast	304	563	13,700	2,500 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-25 18:15:36	50.3505	19.9669	25°	Northeast	310	575	14,900	2,500 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-25 18:16:06	50.3896	19.9966	26°	Northeast	313	579	16,200	2,600 Climbing	 FlightAware ADS-B (RZE / EPRZ)
2016-03-25 18:16:36	50.4296	20.0271	25°	Northeast	311	576	17,500	2,400 Climbing	 FlightAware ADS-B (RZE / EPRZ)
2016-03-25 18:17:06	50.4689	20.0573	26°	Northeast	316	586	18,600	2,300 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-25 18:17:36	50.5071	20.0865	25°	Northeast	314	581	19,800	2,200 Climbing	 FlightAware ADS-B (EPKA)
2016-03-25 18:18:36	50.5866	20.1476	26°	Northeast	322	597	21,900	1,933 Climbing	 FlightAware ADS-B (EPKA)
2016-03-25 18:19:06	50.6255	20.1776	26°	Northeast	328	607	22,700	1,700 Climbing	 FlightAware ADS-B (OSR / LKMT)
2016-03-25 18:19:36	50.6681	20.2105	26°	Northeast	333	616	23,600	2,200 Climbing	 FlightAware ADS-B (EPKA)
2016-03-25 18:20:06	50.7095	20.2426	26°	Northeast	324	600	24,900	1,355 Climbing	 FlightAware ADS-B (EPKA)
2016-03-25 18:20:38	50.7515	20.2751	26°	Northeast	325	602	25,000	92 Climbing	 FlightAware ADS-B (KRK / EPKK)
2016-03-25 18:21:11	50.7950	20.3088	26°	Northeast	326	604	25,000	 Level	 FlightAware ADS-B (RZE / EPRZ)
2016-03-25 18:21:42	50.8389	20.3431	26°	Northeast	324	600	25,000	 Level	 FlightAware ADS-B (KTW / EPKT)
2016-03-25 18:22:12	50.8737	20.3703	26°	Northeast	324	600	25,000	 Level	 FlightAware ADS-B (KTW / EPKT)
2016-03-25 18:22:42	50.9181	20.4050	26°	Northeast	324	600	25,000	-800 Level	 FlightAware ADS-B (KTW / EPKT)
2016-03-25 18:23:42	50.9991	20.4685	26°	Northeast	321	594	23,800	-1,400 Descending	 FlightAware ADS-B (RZE / EPRZ)
2016-03-25 18:24:12	51.0394	20.5000	26°	Northeast	315	583	22,900	-1,672 Descending	 FlightAware ADS-B (OSR / LKMT)
2016-03-25 18:24:43	51.0770	20.5298	26°	Northeast	311	576	22,100	-1,548 Descending	 FlightAware ADS-B (OSR / LKMT)
2016-03-25 18:25:14	51.1158	20.5603	26°	Northeast	305	565	21,300	-1,742 Descending	 FlightAware ADS-B (OSR / LKMT)
2016-03-25 18:25:45	51.1583	20.5939	26°	Northeast	303	562	20,300	-1,582 Descending	 FlightAware ADS-B (KTW / EPKT)
2016-03-25 18:26:45	51.2279	20.6489	26°	Northeast	309	573	18,900	-1,582 Descending	 FlightAware ADS-B (OSR / LKMT)
2016-03-25 18:27:16	51.2734	20.6851	26°	Northeast	309	573	17,900	-1,770 Descending	 FlightAware ADS-B (RZE / EPRZ)
2016-03-25 18:27:46	51.3115	20.7139	23°	Northeast	303	562	17,100	-1,574 Descending	 FlightAware ADS-B (LUZ / EPLB)
2016-03-25 18:28:17	51.3501	20.7407	23°	Northeast	299	554	16,300	-1,770 Descending	 FlightAware ADS-B (LUZ / EPLB)
2016-03-25 18:28:47	51.3891	20.7683	24°	Northeast	299	554	15,300	-2,000 Descending	 FlightAware ADS-B (LUZ / EPLB)
2016-03-25 18:29:17	51.4286	20.7962	23°	Northeast	310	575	14,300	-1,938 Descending	 FlightAware ADS-B (RZE / EPRZ)
2016-03-25 18:29:52	51.4736	20.8283	24°	Northeast	307	568	13,200	-1,754 Descending	 FlightAware ADS-B (EPKA)
2016-03-25 18:30:22	51.5048	20.8506	23°	Northeast	303	562	12,400	-1,700 Descending	 FlightAware ADS-B (EPKA)
2016-03-25 18:30:52	51.5501	20.8829	24°	Northeast	291	539	11,500	-1,800 Descending	 FlightAware ADS-B (EPKA)
2016-03-25 18:31:22	51.5874	20.9096	23°	Northeast	287	531	10,600	-1,333 Descending	 FlightAware ADS-B (EPKA)
2016-03-25 18:32:04	51.6387	20.9313	1°	North	279	517	9,900	-1,138 Descending	 FlightAware ADS-B (WAW / EPWA)
2016-03-25 18:32:20	51.6589	20.9252	344°	North	274	507	9,500	-1,742 Descending	 FlightAware ADS-B
